Kelompok Ikan,Nama Umum,Nama Spesies,Status Perlindungan Nasional,Appendiks CITES,Fakta Menarik,Lokasi,Gambar
TERUBUK,Terubuk Labuhan Batu,Tenualosa ilisha,Dilindungi Terbatas,-,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat terubuk labuhan batu mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Siak,0.8,101.9|Bengkalis,1.48,102.11","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxAQDxAPEBAPDw4ODw8QEA8QDxAQDxIQFhYWGBUVFRUYHSggGBolGxcXIjEhJSkrLi4uFx8zODMtNygtLisBCgoKDg0OGhAQGzAmHyUtLS0tLS8tLy0tLy0tLS0tLS0tKy0tLS0tLS0tLS0tLy0tLS0tLS0tLS0tLS0tLSstLf/AABEIAKsBJgMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAAAQIDBAUGB//EADkQAAEDAgQDBgQFAwQDAAAAAAEAAhEDIQQSMUEFIlETMmFxgZEGQqHwFCOxwdFS4fEVU2KiB3KS/8QAGQEBAQEBAQEAAAAAAAAAAAAAAAECAwQF/8QAIhEBAAICAgIDAQEBAAAAAAAAAAECAxEhMRITBEFRYbFx/9oADAMBAAIRAxEAPwD64hCa0yE0IQCaEIBCEIBNAQgEk0IEhCEAhNJAIQhAIQkgEIQgEJIQNCSEAhCSoaSEIBCEkDQkhA0JIQOUJIQSQhNQCaEIBCE0CQmhAIQhAIQhAkIQgEIQgEJSlKBkqJKTiqXVFRfKJWftVIVEF0olVhyeZBOUSoSiUE5SlRzJSgnKJUJRKCSEpRKBoSlCBoSQgaEk0FiEJqAQhCATSTQCEIQCEJIGkiVElBJIlRLlEuQTlIlVl6gaiouzJZlQaqXaoJuqgzBBjoVirVEquQt0G8Fpg+YuuJjcdWpCRlrtmze7UPgDoSs+cRK+LrisrG1lx6HE6ThzE0j0qDJ9Tb018FsXSNSy6TaymKq5jaisFZNDodon2i54rKQqpobu0TzrCKqkKqaG3OnmWMVFMVVNDTmTlZxUUw9FXSnKqDlKVBOUKMpygaEkINCEKj8bSmO1pT07Rs+0qC9CrGIYdHtPk4FPtW9R7oLEKvtR1SNUILUpVRrBR7YILpSLlSawVTq6o0Fyg6osj8QqX4hNDa6qqnVlhdiFTUxIFyQB1JhXQ6Dq6rdXXFrcYot1qDUNtLrmIFvMe6wVPiOnYNbUdJi4yieXrr3horpNvRPxKw4ri4bLZAMSSYgDxuF58/EObMQGtYO69x1JAIgTrfQ9CuZia5y5qYY/M2W5nGX1Se6C4wDprBv4JaJ1wRMbejq8cYRALenhPg3X9vFYq/GBeLkatDS4/Sy81hTXeHGG0qoqAUvyrvIJzw11osennuuk7DF0EuDnOgDOxrjlb348etogeKxGL9anJ+LX8RxDjLaBa3lH5jm3a7eBPLF5KqZxHEM5mFlIAkuAcTSNMEgPyEEAOO7YNrkJPo1s4Aezs8wfmp08vKJAFtrfrunQwobAe9r3uJc7maC6DZpAF4mY8StxSkdMTa09tzvi6ox5Y/C5g2Jq06kMcTMANcJm2knzW6n8SsJg4fEi1QyGNcPy+9BBvAuuY+gCIdzDM1ziXkzawFtgNbaJ1cE2RIc8tdmdDgM5Ii3WBM/ot8M7l2B8S4X53vpQ1rz2tGqwBrtDJbEeq3YfiNGoYZWpPPRtRpd7TK8w7CsbGbmOYBwzD80WgCGyYjb/ABezhFN5yuYKjyyLAB1dg9LBkbG9xN00bl6qUw4rzdLhzm81Cq7I9oqMe1+Wm7Dtgdo1kwXSYj5rHz00eJ1BAcWvc/KWiC0s2LakjlP7yEngi23cFRSFVcqhxZjrOa+kRMh4AiNZEyPZaqVZrxLHBw6ggqNbbm1FYKiwhym2omjbe2orWvXPbUVraimlbg5MOWVtRWteppV8oUAUKaG1eK+Kv/HOFxgJZOHq3dmpuLWlx3IXtoQsrvT45g8Fi+HvFDEgVKY7tRotEfMZufRejoVKhALHvbPjmB99F7TieE7WmW5WEn+tuZvsvEV6NfDPyvYxrDo5gys9bry5YtTmvTvS0W4lpp43Et1DH3+UuYY9ZBPsrP8AWS2c7arI3LMw9CwlY24lx7txMSGkj3zLoMpvc3mbE+Flmue//VtjqlR4u19m1GEn5Zh3/wAm60jGuXA4hgJE5QCb3AjwsVwXVq9Fxy1XlpmBmlgF5t4fsF68d/LtytSfp7/8YVCrjIEuIaOpMLwNTimJeG/mvYS4DQiHSLE2BEf5VLGP/Mz9pUkFzcxPcJtI3Ez7LrxDPhb8e1r8apN+eeYMgX5joFzq3xDcBtN98wlwNnDS24PnsuPQLm2ADS0NBvIMmTff+60VCTN2uAdl7jgS3qCD1XKcsQ1GKZWN4tiXxy5JzTcWcJgW1lQcXVQ5ry7nGVzJsCI5gSNfIKilhas8ue5L5gGDa0n1+q10OG13ZcxMS4EETqf7qTmj6a9H7J4ekG5AS2cocLDUCAZ8vH+8i0kEiB807TrYeS1U+EGAS51mnoLqT+G6yTcNGWREW0H3os+6YPTWWRtIaT8uYuIDQXgeWlvOymxjTYFsNBqgC/PJkaaDprqr6XCwBEnmAFnnSNfvqo9jBJabZ9fKfv1WJ+RrtuPjxPRinJaeTNBqmwkVP6NLDvaIGEIEyIaM4BE8zu+PHUkeai4AmHEfmOBiTMN0A+91fTyHmk5TzkSYgRp00KsfIhJ+PI/Cwb5eTKy39BuNoMGfUbpHDXaYpl0O2IktHL8u9r2VrXtAu64Gl9X/AH+qZLCSASSeRuvy3N1fbXaem2lJw7oBDWSKZdEGO0dAI08ytreHC7soIokFuokPDg7bUTaNISp1GAhxmTz92e7p5LVhKwkZpaAHPEOPzC4A8yQusXiXK2OYc6twxouymZokGk6XARBbO0mP08SFrw+HGfICWuY0/h3CAQXXcJnTmFjb2WtrWPDSJ/3PEXFrKjBBgc2WuvUJAMGJn7/laizM0dRvCw4HIyKdRsNbU1Zlk5R1BM/4XEdRLa1V9YMc+u0u7NpLZyBsOBA7wJ69BqLehq48dmIcGZrTsHE3t5BeJ4hxWnQaxvaB7qTw3tLFwDjf/wBrmZB667T2Hr0lxIOe9tFhbh3upnPUFQE1Ib8xJ5jNr3uVwsThsYC2tT/EMY0wyCHSwEF2pg6kCYuLldhmEpVs/bOqVKbBDWxedeX+nUX+ztw9VvKxjqwYL5XEZfKB/Zbi0zzpJpEOfwv4he6qaLh2uRmY1GtjLGoqXhpHneV3cDxClWE03Axq02cPMFYMXwhtRssDmGHC0jWCZAg6jwPovPYjh2JwxD4FRkDK8E52G+aXNbMbjXfVee2a8X63H+OkY4mO+XupU2vXiOG/HFOcuI/LFoe4gCDoZm3rHmvYUKzXiWkOHgV6Yncbcp4bWvVzHrEFoolJVuYUkqaFlXTTQhYAqMRhw4XAPmtC5HHOMtoDK0F1U6AbJMxHaxEz04fHcEaU1GVxTI/3Zc331XH4R8QV6j3h4DWNdAe0k5xu4C1k8Rie1fnqNL3NMhjics+i24d1VwsxlMEQBlzOHW5Jv6Lw3y4+ZiXrrjt1MLMRxJj3hpJyhogxlkydvL9FdS4XmdnAEZbjxnX2UMNwu45T6b+i9HgqbWCHQXHQXzAK4rzkbyVjHHDkN+Hg6DlEaEagm/stA+G2R3GydpkbruMqkaAR7KL68HQLt4a7ef2TMuSOAho7rdzNhGvsl/pdiQANDED9PRdh2Ik9CY8r7qtx8tdIPhJsrweUuWOGSLkXgRbWxBUnYDN3jEzfXSbeVtV0cn/GDAIIsAeqRbJgC5IdG+Xy9rKwk2cirhGgSAZgazr0VX4UExeJEWvC7dSjzTIsSbSSAdP3VbaZaJMd0tHmp4bnlYvqHKHD2jY3JBgbKmphmjRp0g7Dz8l2nMdfpGWfEQZ+irewnazr7aD7hZnHDUZZedrUOrYmIOoF/qqyLy1hIzdLxuYJ0P7r0FakTJAkmXTppbp9FjqYV4ttE9bFcrY5jp3pnj7ceoCLinOsjSOgCbS4WDbBouV0/wAMTadxeVOnhrySdRv0Xnmt9u3tppiaav8AS2DY/RWEP1AuSBfoD0+9Vvp0o38dbKT6ekHpuuseWnG1omWVznwQ0RmGU9IQyi/MDDeUGNb3mfNassjXfVUmA4nMdpE26LXlaGNQqqF1gdDtE31t7Lk8R4SyqMpEcwdEwC4Xuu1UfrdY6ziSIg7rzZr3dsday89xHCPyNph1RjXAOc5swZAsTM6DT+VxuGYNjqoaKjhDjLi4tcPTTUDpYr0fF6VRxuBkO5NhbZZMJh6bS+o7utu4y6XCdI3J/lfWx2mmGIs+ZeN5J09bRbFINY4ODRzZ3GZER5LnY2uSQGm95aBm39rQruGuztywAbEN6ZhKRwgDYcAdD4T0XkrmmbdcPTNIiO2LHcKova59Tsg5jHTW5eVsfMTb0PReT4fwzE0K5GGxNN9MUzVZSqCpmyjLLQ6xa3madwM0bFem4vXw9NtPtS1lPtWhxdAYDBNPN05o9QvI/DWGxZxGKOIqZzUq/k5Xh35Yc4l3KbMIIAB9rFdbZ/GdSUxeb3XCONtqFtOsBRrmAGlwh5ieU7mATC79Ni8BisM6BRPddVY8cs1GwZMT3Qeq+hcIw5bQpNcXOcKbQXPu82+bxXTF8j2bj7hnPg9c/wAlpptQrgELq4NaaF53jnGyGmnRo1alQmDLX0mtHUuMT6FZmdLEbHHeKvnsqNajTcZl0VKr/RrWwPUrgt4SXOzOqOquNySxrZPkP3W7hfDnd7sWh7jJc1hP/ZxLvqu5h+HHV0Dw1Xly1tk4jp2paKcuXhsABcgfSAujTwnRs+JsB7roswzReJPU39uisyqU+LWO1tntPTGzC9SfIW+uvtCsZSDRDQGg6xqT1J3K0ZUFq9NaxXpxm0z2olBvqrS1VuatMoke3SP3TBZIlxF5vKjKYd/g6LE0/Got+tfYzBuRqIMgBVGkepsb676LO2s9h5MsbtOhW2lWDrkQRrcEKRP1MLpkqOjR0SALk7a2Ta1xvm/5C/30V5ZJtBtEjSUnMDReZ2WkDBYREATE+h/dQcXgSMpgZrbg9UqjmGddf+t5/VVSwEw4xyje7fRTYbafevOUR77/AECrrYYgEyLQLDYjXz/hRqFoPekZhml3eG0qPaAnmcLuvfUDT2U2ulhwYJItOeDa4MWj+FAYO4B1LiLDfw8FFtamDd0nPc9fE/yraddnLzARmuJmeumqnC8szsJeZ6jRVGkNDb3st/aU4bfczffqshc2ZneR/MLExDcWljfy76zusVasAR46n+V1KlIOEAiCSYndcrE4fe8km8LheNO1bK/xAu2YEnUbK7B1Wlxyw46W1jWfouWcPewJ8NvZaMJhXtdmHJoYkH6DRcvPnWm/Hjtux2G7QQIPQW1WKpwgijlPeDgQNi4aT4Bbq9BryHOJDhFgYt1haS64dIDWxlBXpm8zXUS8vhHluYc/g2HLahOfMTeIg2C34ujNtCNI8QrKdIB/atMk6x0WiswOjpCYq+HbWW3lPDx2K4S95cCc7SHAhzQWnoMquwHDXU2BgimDoykAz05b+y7xZeALnfotuEoBt9+qXw2y23vUfxaZYxxqI3LFwngYa4VHtAi4bqSerl3km6Jr048dccaq43yWvO7BCSFthshCaFFCEIQCSaEChKFJJBGFEhWJQgodTVTmrWQolqIxlIrU6mq3UkGZrACXCQTrcwrg49fdIsKSnjC7lMixvbfTL76Kp9E3jQ2spBTFUjpcyTFyszWVi0MVTDE9b2WY4W8/RdplcW5fUXSdVaI0tsdPosTVqLOH2Tp0EBMA9HRp6ePguv8AiKY1GmwF/JSpVqLjo8DWIMfVZ4/W+fxymuMk5Tbz9FIVXdALDb+V1X02Hc3N/EKptFs6SQforpnbntZImYFwYF/VJ2AzbF1pvJsPBdPJEQ0XM9UiYFoGbXaPdPGPs25R4e3VzwGxbL8x6DorKFFrSYyjbWXeQ6/VTrMGs6Hb7hRDoPU9TqlaRvcQk2/pYmizbMSJF9vufqrcBTY2S9rZ2JifLXyVL6pPh5CFDKSt+uN7Z8/prxGIZEAA+N1kJJ8lNlBXspLcUhncqqNFa6bU2sVjQtCSSaSASQhBvQhNRSQmhAkJoQJCaECQhCBJQpJIIkKJCsShBWWqBpq6EoRGY01AtK1kKDkGZVwSfDqf4WhwUcikxsidKw0BNWdml2aREQblDMepS7Q9VZ2aOyV0KHPPVVkFa+zCkKaow9kSpDDrbkRkRGQUVIUlpyoyoqkMUwxWQkgUITSKBIQkgEIQg6CEIUUIQhAIQhAIQhAIQhAkJpIEhNJAJQmhBAqJCsIShBVlRlVkIhEQhKFOEQghCIUoQgjCcJwnCCMITKSBJJpFAioqRUVQFJMpIEkmkgChCEHQQhIqKaEIQCEIUAhCEAhCEAkmhUJCEIBJNJAJQmhAkk0IiKE0kUIQhECRTQUESkmUkAolNBQRKipFRVAVFSKigSCmkgSEk0H/2Q=="
TERIPANG APPENDIKS CITES,Teripang Susu Putih,Holothuria fuscogliva,-,Appenidiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat teripang susu putih mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Kep. Seribu,-5.61,106.58|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzZ9do8DW1EX9ZkKMFAmsOO2AxWDdKCCfFDaOOMVbMGn9NdLVKxEoRnmaIhgi_cGmYhURn1DD2oBW1v7c3voyp1m-TaKcK8M27XSaHkTIhMU2EwQG7uA&s=10&ec=121643169
TERIPANG APPENDIKS CITES,Teatfish,Holothuria whitmaei,-,Appenidiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat teatfish mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Kep. Seribu,-5.61,106.58|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQyUC52tgUHghnUXXEoF_OwEEEB_AcfjMANQrPE2U1q1czIOHVuE1mtVihzSy0dVHsdZXudKJqRuPGB6drJgE29vu3SwdVqMHvU5UYnIi33aM5S4haBQ&s=10&ec=121643169
TERIPANG APPENDIKS CITES,Teripang Koro,Holothuria nobilis,-,Appenidiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat teripang koro mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Kep. Seribu,-5.61,106.58|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShxPUpOZkkaP7Kqhq8iQSEWtrmL9tgIAQ49YjSpYY7Ygw1GHfuw4HM-bhRLryIG2YfJ_tkVtZEu5-BvvtAlLlscU_ggegzMCA8B3a72x8g7ntO2NJk&s=10&ec=121643169
BANGGAI CARDINAL FISH,Capungan Banggai,Pterapogon kauderni,Dilindungi Terbatas,-,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat capungan banggai mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Banggai,-1.59,123.5|Luwuk,-0.95,122.79",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK-PZ1NiRRFBmcbOdywHT5oC9GoloAEqF8RiDt_p1LLII5O69UBSk_JEK0N_utXdJW6ctG7buDtSSKHiFL4PgBoRY9mAz7HtnF8O1Hjr_ses9HwtPU&s=10&ec=121643169
ARWANA,Arwana Jardini,Scleropages jardinii,Dilindungi Terbatas,-,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat arwana jardini mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Kapuas Hulu,0.84,112.92|Danau Sentarum,0.8,112.0",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTam4arAiQXVRrzCovike4z8hrwaSCQQWrBcDfeN2zRHpdh7d13kYeOhWrlXLfeXJIcRnrh5n2qr9BQC8-blY5XbIWfNJDfLzO_awcqDxOZVojSxhBb&s=10&ec=121643169
ARWANA,Arwana Super Red,Scleropages formosus,Dilindungi Penuh,Appendiks I,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat arwana super red mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Kapuas Hulu,0.84,112.92|Danau Sentarum,0.8,112.0",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_eMPUFoWxIIJNtXZ7_zC_4oJqnbLgJVpfKET0f5LtwWUQie7JAycF0sFBauI8NEwgT2GDtWp72SNPn_SzIR4Q2hjst-z0Z3jQMh_I8kn9q6htU0McXg&s=10&ec=121643169
NAPOLEON,Napoleon,Cheilinus undulatus,Dilindungi Terbatas,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat napoleon mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Raja Ampat,-0.234,130.507|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4HtNDrtmB7yYXRrn1ePPs_nfhmz273TwtE84fjweDdPmb56VG3QLQ2Hr_1oaEHqeBIxZs-FYhh88iceVj8WhPinPvE0V4AsnySyl9i3PoAaBLREas7w&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Biuku,Batagur affinis,Dilindungi Penuh,Appendiks I,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat biuku mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTizyrVIOxrYbbF7ch_5ouzBWWwdYYWK2xqwzAjMzTfkzAdnyxBLuR4gvIjroccniL90-oGUWydKy14deMEyJ3rGQxLJa4YBXgyoZXmuBuIa1Dq1DaF&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Kura-kura Gading,Orlitia borneensis,Dilindungi Penuh,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kura-kura gading mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyNIQTkCzqi-0tzYFGh2q7bJhXEpzlhmge5xGkfeL_63F62YOGdDORFh3vAeiLwKJg-2RDZ2wQP3RR4vJSXKJQabczujkkmC_4y6ruOVnY26_cxttT&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Kura-kura Irian / Labi-labi Moncong Babi,Carettochelys insculpta,Dilindungi Penuh,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kura-kura irian / labi-labi moncong babi mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV8GCRMS4N9malqkChqNDi-QfzDW7fAWYV7Yydkib2BPe0uClrGuRCx9ypHJRmHJ0P16t2am8E8MnV4xh0y1v9LBM9-LIgcjt4ep6aZZxwJtFJAw5M&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Kura Irian Leher Panjang,Chelodina novaeguineae,Dilindungi Penuh,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kura irian leher panjang mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzhvyrNRnpsflO7ubH1mN5Az2WUk5QLSrW8T162Dt8slqSh1fkz_bTGIucdXZwNcWSHaD5N9EpWXWRB8ZP99ufJq1MDI_CU5YaTfJpUedcH6OeUrv9&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Kura-kura Berleher Ular Pulau Rote,Chelodina mccordi,Dilindungi Penuh,-,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kura-kura berleher ular pulau rote mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyBJUDR8lW9Fxyf3dhMJrubIH14kMgOa3RTj7qIYN5RDTKYWzkT93A_mPg2D0WdH7V6MV3i3rdmVkqgiTqREMtK-pS3cdQQ5QdXaBEA35MMzY1sb-8&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Baning Coklat,Manouria emys,Dilindungi Penuh,-,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat baning coklat mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQco6RTh2OpVCml4oys6A7qkC0u_DpZCxBvytbGYb3YYPCj_rOOlTywaWncoJxuvScB7xQXt-tkxNzi-n18wWjP3QNreEa0mc08qDu-PTIBEZXbPZ76&s=10&ec=121643169
LABI-LABI/ KURA-KURA,Labi-labi Bintang,Chitra chitra,Dilindungi Penuh,Appendiks I,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat labi-labi bintang mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Danau Sentarum,0.8,112.0|Kapuas,0.0,112.7",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb-fOJt2R49tz9LikpdiqxoCVeSQs05ZwH4wyF4eZGwdPciD00y50_rZ8RkBYOmlI02llYuwZnnATfitYYzD-EviDXQlotjZx0IGOVjcPdY0T9HceV&s=10&ec=121643169
KIMA DAN LOLA,Kima Tapak Kuda,Hippopus hippopus,Dilindungi Penuh,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kima tapak kuda mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Bunaken,1.62,124.76|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgUH1eocW46vexn_6tnrDLXNvvuUQFeD-UOfu5VipFA1TtPfdr01Yo0jRlxzE8pMaJMAx7J_iCO6x4Y1ZQ5U9CxurKPs2oJ7_-y0ANYsPwZSfMbPKT&s=10&ec=121643169
KIMA DAN LOLA,Kima Cina,Hippopus porcellanus,-,Appendiks II,Hidup di perairan Indonesia dan berperan penting dalam ekosistem|Memiliki ciri khas yang membuat kima cina mudah dikenali|Populasinya perlu dijaga melalui konservasi dan perlindungan habitat,"Bunaken,1.62,124.76|Wakatobi,-5.33,123.59",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYBZL1UpSlRkOcI1N5vOfDuUjEIEIaciYCRVh9vk_p2LxYNCPHDwAo7LFQsMa13-1p4F5d57xpmKB9Dy9OmriVXY3f8RrtMw4GWX0KsNQnRyVVhA19tg&s=10&ec=121643169
